Prod_ID;Prod_model;Parent_ID;Prod_Status;Prod_tax;Prod_sort;Prod_lang;Product_Name;Manufacturer;Manuf_number;Manufacturer lookup;Manu_ID lookup;ProductDescription1;Images;Images_MED;Images_LRG;ShippingWeight;Weight;Caliber;Velocity;InStockQuantity;QBItem;WNet;CAD;GST;Duty 6.5%;Shipping;Cad_COST;CAD_Selling;SmallImageURL;Prod_Category;PRODUCT_CAY_NUM;CATEGORY;CATNUM; AI;AJ;SKU;Category1
2618;PY-1554;0;1;1;0;1;IZH Drozd MP-661K Blackbird;IZH-Baikal;92;;;"Your gun may be marked Drozd Blackbird, Blackbird, IZH-661K, MP-661K or a combination of the foregoing. Your gun may have any one of these mfr names: IZH, IZH-Baikal or Baikal. They all come from the same plant and are manufactured to the same specs. The guns are identical.   Drozd MP-661K Blackbird 400-rd BB hopper Uses CO2 & 6 AA batteries Insert either a single 88-gram AirSource CO2 cartridge or 3 12-gram CO2 cartridges 3 switches operate the gun: #1--activates gun; #2--selects firing mode: semi-auto, 3-rd full-auto burst or 6-rd full-auto burst; #3--controls burst rate: 300 rpm, 450 rpm or 600 rpm Includes scope rail & sights ";pyr/MP-661K-Page.jpg;pyr/MP-661K-Page.jpg;pyr/MP-661K-Page.jpg;2.27;1.03;0.177;541;100;MP-661K;224.39;246.4;12.32;16.82;2;265.22;318.26;pyrsm/MP-661K-Small.jpg;AIR PISTOLS;11;;;PY-1554;;PY-A-1976;LASERS, RED DOTS & IRON SIGHTS
2619;PY-2690-5298;0;1;1;0;1;IZH 46M Air Pistol, LH or RH, Upgraded Trigger;IZH-Baikal;92;;;Your gun may be marked with any one of these mfr names: IZH, IZH-Baikal or Baikal. The IZH 46M may be marked as an MP-46M or IZH-46M. There's no difference between these guns. Only the markings are different. They come from the same plant and are manufactured to the same specs. The guns are identical.   IZH-Baikal 46M air pistol Single-stroke pneumatic Single-shot Bolt-action Hammer-forged barrel Extremely accurate Match barrel 2-stage adjustable trigger (for overtravel & pull) Extra-long cocking stroke Hardwood grips* with adjustable palm shelf (choose from right-hand or left-hand grips) Dry-fire mechanism Includes cleaning rod, sight-adjustment tool, drift punch tool & extra seals   *Stain on grips and palm shelf may be lighter or darker than shown here.;pyr/IZH-46M-RH-Adj-Trigger_IZH46MTRG_pistol_lg.jpg;pyr/IZH-46M-RH-Adj-Trigger_IZH46MTRG_pistol_lg.jpg;pyr/IZH-46M-RH-Adj-Trigger_IZH46MTRG_pistol_lg.jpg;2;0.91;0.177;500;100;IZH46MTRG;530.39;582.42;29.12;39.75;2;624.17;749.01;pyrsm/IZH-46M-RH-Adj-Trigger_IZH46MTRG_pistol_sm.jpg;AIR PISTOLS;11;;;PY-2690-5298;;PY-A-2094;LASERS, RED DOTS & IRON SIGHTS
2620;PY-2690-5299;0;1;1;0;1;IZH 46M Air Pistol, LH or RH, Upgraded Trigger;IZH-Baikal;92;;;Your gun may be marked with any one of these mfr names: IZH, IZH-Baikal or Baikal. The IZH 46M may be marked as an MP-46M or IZH-46M. There's no difference between these guns. Only the markings are different. They come from the same plant and are manufactured to the same specs. The guns are identical.   IZH-Baikal 46M air pistol Single-stroke pneumatic Single-shot Bolt-action Hammer-forged barrel Extremely accurate Match barrel 2-stage adjustable trigger (for overtravel & pull) Extra-long cocking stroke Hardwood grips* with adjustable palm shelf (choose from right-hand or left-hand grips) Dry-fire mechanism Includes cleaning rod, sight-adjustment tool, drift punch tool & extra seals   *Stain on grips and palm shelf may be lighter or darker than shown here.;pyr/IZH-46M-RH-Adj-Trigger_IZH46MTRG_pistol_lg.jpg;pyr/IZH-46M-RH-Adj-Trigger_IZH46MTRG_pistol_lg.jpg;pyr/IZH-46M-RH-Adj-Trigger_IZH46MTRG_pistol_lg.jpg;2;0.91;0.177;500;100;IZH46MLTRG;540.59;593.62;29.68;40.51;2;636.14;763.36;pyrsm/IZH-46M-RH-Adj-Trigger_IZH46MTRG_pistol_sm.jpg;AIR PISTOLS;11;;;PY-2690-5299;;PY-A-2003;LASERS, RED DOTS & IRON SIGHTS
2621;PY-2690;0;1;1;0;1;IZH 46M Air Pistol, LH or RH, Upgraded Trigger;IZH-Baikal;92;;;Your gun may be marked with any one of these mfr names: IZH, IZH-Baikal or Baikal. The IZH 46M may be marked as an MP-46M or IZH-46M. There's no difference between these guns. Only the markings are different. They come from the same plant and are manufactured to the same specs. The guns are identical.   IZH-Baikal 46M air pistol Single-stroke pneumatic Single-shot Bolt-action Hammer-forged barrel Extremely accurate Match barrel 2-stage adjustable trigger (for overtravel & pull) Extra-long cocking stroke Hardwood grips* with adjustable palm shelf (choose from right-hand or left-hand grips) Dry-fire mechanism Includes cleaning rod, sight-adjustment tool, drift punch tool & extra seals   *Stain on grips and palm shelf may be lighter or darker than shown here.;pyr/IZH-46M-RH-Adj-Trigger_IZH46MTRG_pistol_lg.jpg;pyr/IZH-46M-RH-Adj-Trigger_IZH46MTRG_pistol_lg.jpg;pyr/IZH-46M-RH-Adj-Trigger_IZH46MTRG_pistol_lg.jpg;2;0.91;0.177;500;;;0;0;0;0;2;2;2.4;pyrsm/IZH-46M-RH-Adj-Trigger_IZH46MTRG_pistol_sm.jpg;AIR PISTOLS;11;;;PY-2690;;PY-A-726;MAGAZINES, CLIPS & RELOADERS
2622;PY-75;0;1;1;0;1;IZH 60 Air Rifle;IZH-Baikal;92;;;"Your gun may be marked IZH-60 or MP-60 and may have any one of these mfr names: IZH, IZH-Baikal or Baikal. They all come from the same plant and are manufactured to the same specs. The guns are identical.  Good things come in small packages, and the Russian-made IZH 60 is no exception!  This single-shot air rifle is so much fun to shoot, you'll definitely have a tough time putting it down. A spring-powered gun, the IZH 60 is easy to cock and can be used by adults and youngsters (with adult supervision).  The trigger is adjustable for length of pull. The synthetic stock is adjustable for length (31&quot; to 33&quot;). The rear sight is a fully adjustable notch. The front sight is hooded. Load a pellet, cock the sidelever and start having fun!  You can add a red dot sight on the 11mm dovetails to get even more accuracy from this rifle. Speaking of accuracy...you probably won't outgrow the potential of this gun!  Includes owner's manual.";pyr/IZH-Baikal_IZH-60.jpg;pyr/IZH-Baikal_IZH-60.jpg;pyr/IZH-Baikal_IZH-60.jpg;2.4;1.09;0.177;490;100;IZH60;101.99;112;5.6;7.64;2;121.64;145.97;pyrsm/IZH-60-Target-Pro-Air-Rifle-from-pyramyd-air_sm.jpg;AIR RIFLES;12;;;PY-75;;PY-A-727;MAGAZINES, CLIPS & RELOADERS
2623;PY-76;0;1;1;0;1;IZH 61 multi shot air rifle;IZH-Baikal;92;;;"Your gun may be marked IZH-61 or MP-61 and may have any one of these mfr names: IZH, IZH-Baikal or Baikal. They all come from the same plant and are manufactured to the same specs. The guns are identical.  Good things come in small packages, and the Russian-made IZH 61 is no exception!  This repeating air rifle is so much fun to shoot, you'll definitely have a tough time putting it down. A spring-powered gun, the IZH 61 is easy to cock and can be used by adults and youngsters (with adult supervision).  The trigger is adjustable for length of pull. The synthetic stock is adjustable for length (31&quot; to 33&quot;). The rear sight is a fully adjustable notch. The front sight is hooded. Load five pellets into the removable clip (2 clips included), insert it, cock the sidelever and start having fun!  You can add a red dot sight on the 11mm dovetails to get even more accuracy from this rifle. Speaking of accuracy...you probably won't outgrow the potential of this gun!  Includes owner's manual.";pyr/IZH-Baikal-61_IZH61_rifle_lg.jpg;pyr/IZH-Baikal-61_IZH61_rifle_lg.jpg;pyr/IZH-Baikal-61_IZH61_rifle_lg.jpg;2.4;1.09;0.177;490;100;IZH61;97.87;107.47;5.37;7.33;2;116.81;140.17;pyrsm/IZH-Baikal-61_IZH61_rifle_sm.jpg;AIR RIFLES;12;;;PY-76;;PY-A-2622;MAGAZINES, CLIPS & RELOADERS
2624;PY-2894;0;1;1;0;1;IZH 60 Target Pro Air Rifle;IZH-Baikal;92;;;" IZH 60 air rifle Spring-piston Sidelever Single-shot Hammer-forged barrel Globe front sight accepts inserts (4 included) Peep rear sight adj. for windage & elevation 11mm scope dovetails (rear sight sits in the dovetails) Trigger adj. for pull length Adj. stock length (31&quot; to 33&quot;) No safety Includes owner's manual ";pyr/IZH-60_Target-Pro-Air-Rifle.jpg;pyr/IZH-60_Target-Pro-Air-Rifle.jpg;pyr/IZH-60_Target-Pro-Air-Rifle.jpg;2.4;1.09;0.177;490;100;AV-AS060;142.75;156.75;7.84;10.7;2;169.45;203.34;pyrsm/IZH-60_1_sm.jpg;AIR RIFLES;12;;;PY-2894;;PY-A-2290;MAGAZINES, CLIPS & RELOADERS
2625;PY-2895;0;1;1;0;1;IZH 61 Target Pro Air Rifle;IZH-Baikal;92;;;" IZH 61 air rifle Spring-piston Sidelever 5-shot repeater Hammer-forged barrel Globe front sight accepts inserts (4 included) UNMOUNTEDrear peep sight adj. for windage & elevation 11mm scope dovetails (rear sight sits in the dovetails) Trigger adj. for pull length Adj. stock length (31&quot; to 33&quot;) No safety Includes owner's manual ";pyr/IZH-61.jpg;pyr/IZH-61.jpg;pyr/IZH-61.jpg;2.72;1.24;0.177;490;100;AV-AS061;142.79;156.8;7.84;10.7;2;169.5;203.4;pyrsm/IZH-61_sm.jpg;AIR RIFLES;12;;;PY-2895;;PY-A-308;MAGAZINES, CLIPS & RELOADERS
2626;PY-A-510;0;1;1;0;1;IZH 61 Extra Magazine;IZH-Baikal;92;;;This IZH-61 magazine holds 5 .177 cal pellets. Just preload your extra magazine and double your output!;pyr/IZH_61Clip_510_image.jpg;pyr/IZH_61Clip_510_image.jpg;pyr/IZH_61Clip_510_image.jpg;0.2;0.09;;;100;IZH61-Magazine;3.05;3.35;0.17;0.23;2;5.58;6.69;pyrsm/IZH_61Clip_510_small.jpg;MAGAZINES, CLIPS & RELOADERS;34;;;PY-A-510;;PY-A-653;MAGAZINES, CLIPS & RELOADERS
2627;PY-A-329;0;1;1;0;1;IZH Drozd Extra Magazine;IZH-Baikal;92;;;This pistol style magazine holds 30 .177 cal steel BBs at a time and the CO2 cartridge. Just preload your extra magazine and double your bb output! The Drozd / Bumble Bee Magazine is shown with CO2 Cartridge inserted.   In-stock dates are unpredictable and may change without notice due to supply, logistical or U.S. Customs issues. We apologize for any inconvenience and appreciate your understanding.;pyr/izh-drozd-mag.jpg;pyr/izh-drozd-mag.jpg;pyr/izh-drozd-mag.jpg;0.45;0.2;;;0;IZHDrozdMag;50.9;55.89;2.79;3.81;2;61.71;74.05;pyrsm/izh-drozd-mag-small.jpg;MAGAZINES, CLIPS & RELOADERS;34;;;PY-A-329;;PY-A-3623;MAGAZINES, CLIPS & RELOADERS
2628;PY-A-1972;0;1;1;0;1;IZH Drozd BB Gun Fake Suppressor;IZH-Baikal;92;;;"Includes suppressor, adapter and knurled thread protector.  Want the suppressor look and feel for your Drozd BB gun without the expense, hassle and government oversight? Our .22LR fake suppressor is as close to a real suppressor as you can get without paying the tax stamp.  It's CNC-machined from a solid aluminum rod, given a durable liquid ceramic finish and professionally laser-engraved. Everything is identical to the real ATF-registered suppressors!   Since its a fake suppressor, the gun's report (loudness) is NOT reduced. Many shooters prefer the weight and balance improvement with the added suppressor. In fact, it'll work on any airgun that has a 1/2&quot;x28 TPI threaded barrel.  To ensure exact thread alignment, the threaded adapters are CNC-machined to precision tolerances from a solid steel rod in one lathe operation. They are hot-salt blued to match the gun. The included steel thread protector covers the threads on your barrel when no accessory is mounted. Easy installation in place of the existing barrel nut. No tools or modifications are required.";pyr/Drozd_Suppressor_1972.jpg;pyr/Drozd_Suppressor_1972.jpg;pyr/Drozd_Suppressor_1972.jpg;0.45;0.2;;;100;IZH-SUPFS22;38.21;41.96;2.1;2.86;2;46.82;56.19;pyrsm/Drozd_Suppressor_1972_sm.jpg;SHOOTING NEEDS AND ACCESSORIES;42;;;PY-A-1972;;PY-A-4518;MAGAZINES, CLIPS & RELOADERS
2629;PY-A-3997;0;1;1;0;1;"Mil-Spec BCRF Paracord Survival Bracelet, Rose Pink Color, 6&quot;";JAG Precision;93;;;" 7 Strand, 550 military grade paracord bracelet 5/8î curved side release buckle for maximum comfort 100% mil spec quality Hand made in USA Size: 6&quot; </br></br>  The Mil-Spec COBRA paracord survival bracelet is an easy way to carry several feet of paracord for use in emergency situations. This bracelet is available in pink in support of The Breast Cancer Research Foundation. You can use this paracord as a knife lanyard, fishing net, gun sling, shelter line, etc. The paracord is made of lightweight nylon kernmantle rope and is tightly interwoven for a smooth texture that is comfortable to wear on your wrist.";pyr/Jag-Mil-Spec-Cords-BCRF-Survival-Bracelet-Rose-Pink_JAG-MSC-BCRFRP6_lg.jpg;pyr/Jag-Mil-Spec-Cords-BCRF-Survival-Bracelet-Rose-Pink_JAG-MSC-BCRFRP6_lg.jpg;pyr/Jag-Mil-Spec-Cords-BCRF-Survival-Bracelet-Rose-Pink_JAG-MSC-BCRFRP6_lg.jpg;0.15;0.07;;;100;JAG-MSC-BCRFRP6;13.11;14.4;0.72;0.98;2;17.38;20.85;pyrsm/Jag-Mil-Spec-Cords-BCRF-Survival-Bracelet-Rose-Pink_JAG-MSC-BCRFRP6_sm.jpg;AIRSOFT ACCESSORIES;14;;;PY-A-3997;;PY-A-4465;MAGAZINES, CLIPS & RELOADERS
2630;PY-A-3996;0;1;1;0;1;"Mil-Spec Cobra Paracord Bracelet, Coyote/Black Color, 7&quot;";JAG Precision;93;;;" 7 Strand, 550 military grade paracord bracelet 5/8î curved side release buckle for maximum comfort 100% mil spec quality Hand made in USA Size: 7&quot; </br></br>  This Mil-Spec COBRA paracord survival bracelet is a compact & easy way to carry several feet of paracord for use in emergency situations. You can use this paracord as a knife lanyard, fishing net, gun sling, shelter line, etc. The paracord is made of lightweight nylon kernmantle rope and is tightly interwoven for a smooth texture that is comfortable to wear on your wrist.";pyr/Jag-Mil-Spec-Cords-Cobra-Coyote-Black_JAG-MSC-COYBLK7_bracelet_lg.jpg;pyr/Jag-Mil-Spec-Cords-Cobra-Coyote-Black_JAG-MSC-COYBLK7_bracelet_lg.jpg;pyr/Jag-Mil-Spec-Cords-Cobra-Coyote-Black_JAG-MSC-COYBLK7_bracelet_lg.jpg;0.15;0.07;;;100;JAG-MSC-COYBLK7;9.89;10.86;0.54;0.74;2;13.6;16.32;pyrsm/Jag-Mil-Spec-Cords-Cobra-Coyote-Black_JAG-MSC-COYBLK7_bracelet_sm.jpg;AIRSOFT ACCESSORIES;14;;;PY-A-3996;;PY-A-4434;MAGAZINES, CLIPS & RELOADERS
2631;PY-3049;0;1;1;0;1;Javelin Warrior Super CQB AEG Airsoft Rifle, Black;Javelin Airsoft Works;94;;; Semi/full automatic Quad & monolithic Weaver/Picatinny rail Detachable front & rear sights Textured grip Adjustable stock Full metal barrel Adjustable hop-up ;pyr/Javelin-Warrior-Super-CQB-Black-_SP-JEGP503.jpg;pyr/Javelin-Warrior-Super-CQB-Black-_SP-JEGP503.jpg;pyr/Javelin-Warrior-Super-CQB-Black-_SP-JEGP503.jpg;3.9;1.77;0.24;330;100;SP-JEGP503;130.52;143.32;7.17;9.78;2;155.11;186.13;pyrsm/Javelin-Warrior-Super-CQB-Black-_SP-JEGP503_sm.jpg;AIRSOFT GUNS;17;;;PY-3049;;PY-A-4740;MAGAZINES, CLIPS & RELOADERS
2632;PY-P-585;0;1;1;0;1;JSB Diablo Exact Jumbo Express .22 Cal, 14.3 Grains, Domed, 250ct;JSB;95;;; .22 14.3 grains Domed 250 per tin ;pyr/JSB-Diablo-Exact-Jumbo-Express-22-Cal-14-3-Grains-Domed-250ct_JSB-22-JumboExp.jpg;pyr/JSB-Diablo-Exact-Jumbo-Express-22-Cal-14-3-Grains-Domed-250ct_JSB-22-JumboExp.jpg;pyr/JSB-Diablo-Exact-Jumbo-Express-22-Cal-14-3-Grains-Domed-250ct_JSB-22-JumboExp.jpg;0.41;0.19;0.22;;100;JSB.22-JumboExp;7.5;8.24;0.41;0.56;2;10.8;12.96;pyrsm/JSB-Diablo-Exact-Jumbo-Express-22-Cal-14-3-Grains-Domed-250ct_JSB-22-JumboExp_sm.jpg;AMMO;20;;;PY-P-585;;PY-A-4102;MAGAZINES, CLIPS & RELOADERS
2633;PY-P-477;0;1;1;0;1;JSB Diabolo Exact .20 Cal, 13.73 Grains, Domed, 500ct;JSB;95;;; .20 13.73 grains Domed 500 per tin   JSB pellets have a reputation for accuracy, quality and very little variation in weight. These would make good hunting pellets!;pyr/JSB-20cal-Exact-Diablo-500ct_JSB-1000007_pellet_lg.jpg;pyr/JSB-20cal-Exact-Diablo-500ct_JSB-1000007_pellet_lg.jpg;pyr/JSB-20cal-Exact-Diablo-500ct_JSB-1000007_pellet_lg.jpg;0.63;0.29;0.2;;100;JSB-1000007;10.15;11.15;0.56;0.76;2;13.91;16.69;pyrsm/JSB-20cal-Exact-Diablo-500ct_JSB-1000007_pellet_sm.jpg;AMMO;20;;;PY-P-477;;PY-A-4526;MAGAZINES, CLIPS & RELOADERS
2634;PY-P-388;0;1;1;0;1;JSB Diabolo Exact Heavy .177 Cal, 10.34 Grains, Domed, 500ct;JSB;95;;; .177 caliber 10.34 grains Round nose 500 pellets   The pellet tin graphics have changed and so has the weight.;pyr/JSB-Diablo-Extra-Heavy-177cal-Domed-500ct_JSB-1000018_lg.jpg;pyr/JSB-Diablo-Extra-Heavy-177cal-Domed-500ct_JSB-1000018_lg.jpg;pyr/JSB-Diablo-Extra-Heavy-177cal-Domed-500ct_JSB-1000018_lg.jpg;0.51;0.23;0.177;;100;JSB-1000018;10.86;11.93;0.6;0.81;2;14.74;17.69;pyrsm/JSB-Diablo-Extra-Heavy-177cal-Domed-500ct_JSB-1000018_sm.jpg;AMMO;20;;;PY-P-388;;PY-A-3527;MAGAZINES, CLIPS & RELOADERS
2635;PY-P-584;0;1;1;0;1;JSB Diabolo Exact Jumbo .22 Cal, 15.89 Grains, Domed, 500ct;JSB;95;;; .22 15.89 grains Domed 500 per tin ;pyr/JSB-Diabolo-Exact-Jumbo-22-Cal-15-9-Grains-Domed-500ct_JSB-22-JUMBO.jpg;pyr/JSB-Diabolo-Exact-Jumbo-22-Cal-15-9-Grains-Domed-500ct_JSB-22-JUMBO.jpg;pyr/JSB-Diabolo-Exact-Jumbo-22-Cal-15-9-Grains-Domed-500ct_JSB-22-JUMBO.jpg;0.69;0.31;0.22;;0;JSB.22-Jumbo;11.67;12.81;0.64;0.87;2;15.69;18.83;pyrsm/JSB-Diabolo-Exact-Jumbo-22-Cal-15-9-Grains-Domed-500ct_JSB-22-JUMBO_sm.jpg;AMMO;20;;;PY-P-584;;PY-A-2760;MAGAZINES, CLIPS & RELOADERS
2636;PY-P-421;0;1;1;0;1;JSB Diabolo Exact Jumbo Express .22 Cal, 14.3 Grains, Domed, 500ct;JSB;95;;; .22 14.3 grains Domed 500 per tin ;pyr/JSB-Diablo-Exact-Jumbo-Express-22-Cal-14-3-Grains-Domed-250ct_JSB-22-JumboExp_01.jpg;pyr/JSB-Diablo-Exact-Jumbo-Express-22-Cal-14-3-Grains-Domed-250ct_JSB-22-JumboExp_01.jpg;pyr/JSB-Diablo-Exact-Jumbo-Express-22-Cal-14-3-Grains-Domed-250ct_JSB-22-JumboExp_01.jpg;0.64;0.29;0.22;;0;JSB.22/DEJE/500;13.41;14.73;0.74;1.01;2;17.73;21.28;pyrsm/JSB-Diablo-Exact-Jumbo-Express-22-Cal-14-3-Grains-Domed-250ct_JSB-22-JumboExp_sm.jpg;AMMO;20;;;PY-P-421;;PY-A-2930;MAGAZINES, CLIPS & RELOADERS
2637;PY-P-1144;0;1;1;0;1;JSB Diabolo Exact Pellets, .30 Cal, 44.75 Grains, Domed, 150ct;JSB;95;;; .30 cal 44.75 grains Domed 150 pellets ;pyr/JSB-30-cal-7-62mm-Diabolo-Exact-46-30gr_JSB-30cal-EXACT.jpg;pyr/JSB-30-cal-7-62mm-Diabolo-Exact-46-30gr_JSB-30cal-EXACT.jpg;pyr/JSB-30-cal-7-62mm-Diabolo-Exact-46-30gr_JSB-30cal-EXACT.jpg;0.62;0.28;0.3;;100;JSB.30cal-EXACT;13.25;14.55;0.73;0.99;2;17.54;21.05;pyrsm/JSB-30-cal-7-62mm-Diabolo-Exact-46-30gr_JSB-30cal-EXACT_sm.jpg;AMMO;20;;;PY-P-1144;;PY-A-3047;MAGAZINES, CLIPS & RELOADERS
2638;PY-P-897;0;1;1;0;1;JSB Exact Monster .177 Cal, 13.4 Grains, Cylindrical, 400ct;JSB;95;;; .177 cal 13.4 grains Cylindrical 400 pellets </br>  JSB pellets are considered to be one of the premier pellets made today. These .177 caliber Monster Exact pellets weigh in at 13.4 grains, which will do the job if you like to hunt or do pest control with magnum air rifles or precharged pneumatic airguns.;pyr/JSB-Exact-Monster-177cal-400ct_-JSB-177-MONSTER_pellet_lg.jpg;pyr/JSB-Exact-Monster-177cal-400ct_-JSB-177-MONSTER_pellet_lg.jpg;pyr/JSB-Exact-Monster-177cal-400ct_-JSB-177-MONSTER_pellet_lg.jpg;0.52;0.24;0.177;;100;JSB.177-MONSTER;10.92;11.99;0.6;0.82;2;14.81;17.77;pyrsm/JSB-Exact-Monster-177cal-400ct_-JSB-177-MONSTER_pellet_sm.jpg;AMMO;20;;;PY-P-897;;PY-A-2761;MAGAZINES, CLIPS & RELOADERS
2639;PY-P-261;0;1;1;0;1;JSB Match Diabolo Exact .177 Cal, 8.4 Grains, Domed, 500ct;JSB;95;;; .177 caliber 8.4 grains Round nose 500 pellets ;pyr/JSB-Match-Diabolo-Exact-177-Cal-8-4-Grains-500ct_JSB177-EXACT.jpg;pyr/JSB-Match-Diabolo-Exact-177-Cal-8-4-Grains-500ct_JSB177-EXACT.jpg;pyr/JSB-Match-Diabolo-Exact-177-Cal-8-4-Grains-500ct_JSB177-EXACT.jpg;0.45;0.2;0.177;;0;JSB.177-EXACT;9.44;10.37;0.52;0.71;2;13.07;15.69;pyrsm/JSB-Match-Diabolo-Exact-177-Cal-8-4-Grains-500ct_JSB177-EXACT_sm.jpg;AMMO;20;;;PY-P-261;;PY-A-2067;MAGAZINES, CLIPS & RELOADERS
2640;PY-P-691;0;1;1;0;1;JSB Match Diabolo Exact Jumbo Heavy .22 Cal, 18.13 Grains, Domed, 250ct;JSB;95;;; .22 caliber 18.13 grains 5.52mm head Domed 250 pellets ;pyr/JSB-Exact-Jumbo-Heavy-22cal-250ct_JSB-1000020_pellet_lg.jpg;pyr/JSB-Exact-Jumbo-Heavy-22cal-250ct_JSB-1000020_pellet_lg.jpg;pyr/JSB-Exact-Jumbo-Heavy-22cal-250ct_JSB-1000020_pellet_lg.jpg;0.47;0.21;0.22;;100;JSB-1000020;7.21;7.92;0.4;0.54;2;10.46;12.55;pyrsm/JSB-Exact-Jumbo-Heavy-22cal-250ct_JSB-1000020_pellet_sm.jpg;AMMO;20;;;PY-P-691;;PY-A-2011;MAGAZINES, CLIPS & RELOADERS
2641;PY-P-690;0;1;1;0;1;JSB Match Diabolo Exact Jumbo Heavy .22 Cal, 18.13 Grains, Domed, 500ct;JSB;95;;; .22 caliber 18.13 grains 5.52mm head Domed 500 pellets ;pyr/JSB-Exact-Jumbo-Heavy-22cal-500ct_JSB-1000019_pellet_lg.jpg;pyr/JSB-Exact-Jumbo-Heavy-22cal-500ct_JSB-1000019_pellet_lg.jpg;pyr/JSB-Exact-Jumbo-Heavy-22cal-500ct_JSB-1000019_pellet_lg.jpg;0.76;0.35;0.22;;100;JSB-1000019;12.71;13.96;0.7;0.95;2;16.91;20.29;pyrsm/JSB-Exact-Jumbo-Heavy-22cal-500ct_JSB-1000019_pellet_sm.jpg;AMMO;20;;;PY-P-690;;PY-A-4982;MAGAZINES, CLIPS & RELOADERS
2642;PY-P-722;0;1;1;0;1;JSB Match Diabolo Exact Jumbo Monster .22 Cal, 25.39 Grains, Domed, 200ct;JSB;95;;; .22 caliber 25.39 grains Domed 200 pellets ;pyr/JSB-Exact-Monster-Diablo-22cal-200ct_JSB-22-MONSTER_lg.jpg;pyr/JSB-Exact-Monster-Diablo-22cal-200ct_JSB-22-MONSTER_lg.jpg;pyr/JSB-Exact-Monster-Diablo-22cal-200ct_JSB-22-MONSTER_lg.jpg;0.51;0.23;0.22;;100;JSB.22-MONSTER;6.88;7.55;0.38;0.52;2;10.07;12.08;pyrsm/JSB-Exact-Monster-Diablo-22cal-200ct_JSB-22-MONSTER_sm.jpg;AMMO;20;;;PY-P-722;;PY-A-2098;MAGAZINES, CLIPS & RELOADERS
2643;PY-P-719;0;1;1;0;1;JSB Match Diabolo Exact Jumbo RS .22 Cal, 13.43 Grains, Domed, 500ct;JSB;95;;; .22 caliber 13.43 grains Domed 500 pellets ;pyr/JSB-Match-Diabolo-Exact-Jumbo-RS-22-Cal-13-43-Grains-Domed-500ct_JSB-22-EXACTRS.jpg;pyr/JSB-Match-Diabolo-Exact-Jumbo-RS-22-Cal-13-43-Grains-Domed-500ct_JSB-22-EXACTRS.jpg;pyr/JSB-Match-Diabolo-Exact-Jumbo-RS-22-Cal-13-43-Grains-Domed-500ct_JSB-22-EXACTRS.jpg;0.61;0.28;0.22;;0;JSB.22-ExactRS;10.66;11.71;0.59;0.8;2;14.5;17.41;pyrsm/JSB-Match-Diabolo-Exact-Jumbo-RS-22-Cal-13-43-Grains-Domed-500ct_JSB-22-EXACTRS_sm.jpg;AMMO;20;;;PY-P-719;;PY-A-4886;MAGAZINES, CLIPS & RELOADERS
2644;PY-P-720;0;1;1;0;1;JSB Match Diabolo Exact King .25 Cal, 25.39 Grains, Domed, 350ct;JSB;95;;; .25 caliber 25.39 grains Domed 350 pellets ;pyr/JSB-Match-Diablo-Exact-King-25cal_JSB-25-EKing350_lg.jpg;pyr/JSB-Match-Diablo-Exact-King-25cal_JSB-25-EKing350_lg.jpg;pyr/JSB-Match-Diablo-Exact-King-25cal_JSB-25-EKing350_lg.jpg;0.75;0.34;0.25;;0;JSB.25-EKing350;12.7;13.95;0.7;0.95;2;16.9;20.28;pyrsm/JSB-Match-Diablo-Exact-King-25cal_JSB-25-EKing350_sm.jpg;AMMO;20;;;PY-P-720;;PY-A-4269;MAGAZINES, CLIPS & RELOADERS
2645;PY-P-721;0;1;1;0;1;JSB Match Diabolo Exact King .25 Cal, 25.4 Grains, Domed, 150ct;JSB;95;;; .25 caliber 25.4 grains Domed 150 pellets ;pyr/JSB-Match-Diabolo-Exact-King-25-Cal-25-4-Grains-Domed-150ct_JSB-25-Ex-KING.jpg;pyr/JSB-Match-Diabolo-Exact-King-25-Cal-25-4-Grains-Domed-150ct_JSB-25-Ex-KING.jpg;pyr/JSB-Match-Diabolo-Exact-King-25-Cal-25-4-Grains-Domed-150ct_JSB-25-Ex-KING.jpg;0.42;0.19;0.25;;100;JSB.25-Ex-KING;7.13;7.83;0.39;0.53;2;10.36;12.44;pyrsm/JSB-Match-Diabolo-Exact-King-25-Cal-25-4-Grains-Domed-150ct_JSB-25-Ex-KING_sm.jpg;AMMO;20;;;PY-P-721;;PY-A-4989;MAGAZINES, CLIPS & RELOADERS
